Marital Status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Previous qualification (grade),Nationality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target
1,17,2,9119,1,1,0,1,10,12,9,9,1,1,0,0,1,1,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,1,1,2,0
1,39,1,9085,1,19,1,1,37,37,9,9,0,1,0,1,0,0,1,3,0,0,2,2,0,0,0,0,2,1,0,0,0,2,0,2,0
1,1,1,9556,1,1,3,103,5,3,1,1,3,1,0,0,1,0,0,0,1,0,3,2,1,1,0,0,3,2,0,0,0,3,0,1,0
4,39,1,9238,1,19,1,1,37,37,9,10,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,2,0
1,7,1,9003,1,3,2,1,3,19,2,10,3,0,0,0,0,1,0,3,0,0,2,3,2,3,0,1,2,2,1,1,0,3,3,0,0
2,39,1,8014,0,12,1,1,34,34,0,0,3,0,0,0,1,0,0,3,0,0,2,3,0,0,0,1,2,3,0,0,1,0,2,1,0
1,17,1,171,1,1,2,1,38,38,7,7,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0
1,39,1,9991,0,1,1,1,37,37,9,9,3,0,0,0,1,1,0,3,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,3,0
1,39,1,9556,1,1,1,1,44,40,2,2,0,0,0,0,1,0,0,3,0,0,3,3,2,1,0,0,3,3,1,1,0,1,1,3,0
1,42,1,9119,1,1,1,1,19,37,9,3,3,0,0,1,1,1,0,2,0,0,1,1,0,0,0,1,2,1,1,3,0,2,0,2,0
