Marital Status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Previous qualification (grade),Nationality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target
1,1,1,9085,1,1,0,1,1,1,4,9,0,1,0,0,1,1,1,1,0,0,2,3,1,2,0,0,2,2,0,0,0,2,1,2,0
1,18,4,9500,1,1,2,1,3,1,3,4,2,1,0,0,1,0,0,0,0,0,3,2,3,3,0,0,3,2,3,3,0,2,0,2,0
1,1,2,171,1,1,1,1,2,19,5,5,3,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0
1,1,1,9670,1,1,0,1,2,2,3,3,1,1,0,0,1,1,0,2,0,0,1,1,1,0,0,0,1,1,1,2,0,0,2,1,0
1,17,2,9085,1,1,0,1,1,1,9,10,0,0,0,0,0,0,0,1,0,0,1,2,1,0,0,0,1,2,1,2,0,0,2,1,0
1,1,1,171,1,1,3,1,3,3,2,2,3,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0
1,43,1,9130,1,1,0,1,1,19,9,9,1,1,0,0,1,0,0,2,0,0,2,3,1,1,1,0,2,3,2,1,1,3,3,0,0
1,43,1,8014,0,1,1,1,19,37,8,5,1,0,0,0,1,1,0,2,0,0,2,3,0,0,3,0,2,1,0,0,0,3,0,1,0
2,39,1,9119,1,1,0,1,34,34,0,0,3,1,0,0,1,1,0,3,0,0,1,3,1,3,0,0,1,2,1,2,0,0,0,0,0
2,7,1,9130,1,3,0,1,3,3,1,1,2,0,0,0,1,0,0,3,0,1,1,3,1,1,1,1,1,2,1,1,0,0,0,0,0
1,51,1,9853,1,1,2,1,1,1,4,10,2,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,2,1,2,0
1,39,1,9085,1,1,1,1,37,36,90,7,2,0,0,0,1,1,0,3,0,0,1,2,1,1,0,0,1,3,1,1,0,0,2,1,0
2,39,1,9500,1,1,1,1,37,37,9,9,2,0,0,0,0,1,0,3,0,0,3,3,2,2,0,0,3,2,2,2,0,1,1,3,0
1,1,1,171,1,1,1,1,19,19,9,9,3,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0
1,1,1,9119,1,1,2,1,38,38,9,9,1,1,0,0,1,1,0,0,0,0,1,3,0,0,0,0,1,3,1,1,3,0,2,1,0
1,39,2,9147,1,38,1,1,19,38,9,9,0,0,0,0,0,1,0,3,0,0,1,1,0,0,0,0,1,0,0,0,0,2,3,0,0
1,18,4,171,1,1,1,1,1,4,9,5,2,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,44,1,9003,1,39,2,1,19,38,9,10,3,0,0,0,1,1,0,0,0,0,2,3,1,2,0,0,2,2,1,1,0,2,0,2,0
1,1,1,9119,1,1,3,1,19,38,9,7,2,0,0,0,1,1,0,0,0,0,1,3,2,2,0,0,1,3,2,3,0,2,1,2,0
1,1,1,9147,1,1,2,1,19,19,7,3,1,1,0,0,1,1,0,2,0,0,1,2,1,0,0,0,1,3,1,1,0,2,3,0,0
1,17,2,9556,1,1,1,1,37,38,9,8,0,1,0,0,1,0,0,0,0,0,3,3,1,2,0,0,3,3,1,1,0,0,1,3,0
1,1,1,9500,1,1,3,1,1,38,9,9,2,0,0,1,0,1,0,2,0,0,3,3,1,2,0,0,3,3,1,1,0,2,1,2,0
2,39,1,9003,1,1,0,1,2,2,1,4,0,0,0,0,1,1,0,3,0,2,3,3,1,1,0,3,3,3,2,1,0,3,3,0,0
1,17,2,9130,1,1,1,1,3,1,2,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,3,3,0,0
1,39,1,9130,1,1,1,1,1,19,4,5,1,1,0,0,1,1,0,3,0,0,1,3,1,3,3,0,1,3,1,2,2,1,1,2,0
1,17,2,9254,1,1,0,1,1,2,5,3,0,1,0,1,1,1,1,0,0,0,2,3,1,0,0,0,2,1,0,0,0,2,0,2,0
1,17,2,9119,1,1,0,1,19,1,9,7,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,0,1,0
1,39,1,9003,1,1,1,1,1,1,9,4,3,0,0,0,0,1,0,2,0,0,2,0,0,0,0,0,2,0,0,0,0,2,0,2,0
1,17,1,9147,1,1,3,1,19,38,4,4,2,1,0,0,1,1,0,2,0,0,1,3,1,0,0,0,1,1,0,0,0,1,1,3,0
1,17,5,9119,1,1,0,1,3,1,2,9,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,3,0
1,39,1,8014,0,1,1,1,34,5,0,1,1,1,0,0,1,0,0,3,0,0,1,3,0,0,0,0,1,0,0,0,0,0,2,1,0
1,43,1,8014,0,1,1,1,3,3,2,3,3,0,0,0,1,0,0,3,0,3,3,3,3,1,0,2,3,3,1,1,0,1,1,2,0
1,17,1,9254,1,1,1,1,38,38,0,5,1,0,0,0,1,1,0,1,0,0,2,2,1,0,0,0,2,3,0,0,0,0,2,1,0
1,17,3,9853,1,1,2,1,37,37,5,9,1,1,1,0,1,0,1,0,0,0,2,1,2,3,0,0,2,2,2,2,0,2,3,0,0
1,1,3,9147,1,1,0,1,1,38,7,7,1,0,0,1,1,1,0,0,0,0,1,2,1,1,0,0,1,3,1,0,3,3,0,1,0
1,1,1,9147,1,1,3,1,19,1,7,5,3,1,0,0,1,1,0,0,0,0,1,1,1,3,0,0,1,1,0,0,0,2,1,2,0
1,43,1,9991,0,39,3,1,37,37,9,9,3,0,0,0,1,0,0,2,0,2,3,3,1,1,0,2,3,3,3,1,0,0,0,0,0
2,39,1,9119,1,1,0,1,37,37,90,5,3,1,0,0,1,1,0,3,0,0,1,1,0,0,0,0,1,1,0,0,0,0,2,1,0
1,7,1,9991,0,3,1,1,19,19,3,9,2,0,0,0,0,1,0,3,0,0,1,3,1,3,0,0,1,3,1,3,0,3,0,1,0
2,39,1,9991,0,1,2,1,37,37,9,9,1,0,0,0,0,0,0,3,0,0,1,1,1,0,0,0,1,2,1,1,0,2,3,0,0
