Unnamed: 0,Marital Status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Previous qualification (grade),Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target
769,1,17,5,9670,1,1,1,1,19,19,5,5,2,1,0,0,1,1,0,2,0,0,1,1,2,3,0,0,1,2,2,3,0,1,1,2,2
878,1,1,2,9670,1,1,2,1,19,19,7,10,1,0,0,0,1,1,0,0,0,0,1,1,1,2,0,0,1,1,1,1,0,0,0,0,2
132,1,1,4,9147,1,1,1,1,1,19,4,8,1,1,0,0,1,0,0,0,0,0,1,1,1,2,0,0,1,1,1,3,0,0,1,3,2
2186,1,1,1,9070,1,1,0,1,19,37,4,4,2,0,0,0,1,0,1,0,0,1,2,2,2,1,1,0,2,3,2,1,0,2,0,2,1
3639,1,1,1,9670,1,1,3,1,1,19,4,4,2,0,0,0,1,0,1,0,0,0,2,2,3,3,0,0,2,2,3,2,0,1,1,3,2
3801,1,18,1,9500,1,1,3,1,37,37,6,6,2,1,0,0,1,0,1,0,0,0,3,2,3,3,0,0,3,2,3,3,0,2,3,0,2
2773,1,42,3,9500,1,1,2,1,1,1,4,4,3,1,0,0,1,0,1,0,0,0,3,2,3,3,0,0,3,2,3,3,0,0,0,0,2
406,1,7,1,9070,1,40,0,1,1,19,3,9,1,1,0,0,1,0,0,2,0,3,3,3,3,3,1,3,3,3,3,3,0,2,0,2,2
3696,1,43,1,9254,1,1,0,1,37,37,9,9,0,0,0,0,1,1,0,2,0,0,2,1,3,2,0,0,2,2,2,1,0,0,0,0,2
2908,1,43,1,9085,1,1,1,1,37,37,90,90,1,0,0,0,1,0,0,2,0,1,3,3,3,3,0,1,3,3,3,3,0,0,2,1,2
