Unnamed: 0,Marital Status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Previous qualification (grade),Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target
1305,1,1,3,9773,1,1,1,1,19,19,9,9,1,1,0,0,1,0,0,0,0,0,2,1,2,2,0,0,2,1,2,2,0,2,3,0,2
1544,1,39,1,8014,0,1,1,1,34,34,0,0,0,1,0,0,1,0,0,3,0,0,2,3,1,1,0,0,2,3,1,1,0,0,2,1,0
1122,1,42,1,9500,1,1,0,1,1,19,4,8,3,1,0,0,1,0,0,2,0,2,3,2,3,3,0,2,3,2,3,3,0,3,3,0,2
431,1,39,1,8014,0,1,0,1,37,37,7,8,1,0,0,0,1,0,1,3,0,0,1,2,2,1,0,0,1,3,1,2,0,3,3,0,2
79,2,39,1,8014,0,1,0,1,37,37,9,6,0,0,0,0,1,1,0,3,0,0,1,2,2,1,0,0,1,1,2,1,0,1,1,2,2
3185,1,17,2,9119,1,1,0,1,19,1,9,7,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,0,1,0
1048,1,1,1,9500,1,1,1,1,1,19,9,6,1,1,0,0,1,0,1,1,0,0,3,2,2,2,0,0,3,2,3,2,0,1,1,3,2
535,1,43,1,9991,0,1,3,1,3,3,4,4,0,1,0,0,1,1,0,2,0,0,1,3,1,1,0,0,1,3,1,1,0,2,0,2,2
3169,1,1,3,9500,1,1,2,1,1,37,8,7,1,1,0,0,1,1,1,0,0,0,3,3,3,1,0,0,3,3,1,1,0,3,3,0,2
242,1,1,2,9147,1,1,0,1,37,19,5,5,1,1,0,0,1,0,1,1,0,0,1,1,1,1,0,0,1,1,1,3,0,2,1,2,2
2992,1,1,2,9773,1,1,3,1,3,3,3,2,3,1,0,0,1,0,0,1,0,0,2,0,0,0,0,0,2,0,0,0,0,3,0,1,0
1003,1,17,2,9147,1,1,0,1,19,19,7,7,0,1,0,0,1,0,1,0,0,0,1,2,1,1,0,0,1,1,1,1,0,2,1,2,2
2616,1,17,1,9853,1,1,3,1,19,38,5,7,3,1,0,0,1,0,1,0,0,0,2,2,2,1,0,0,2,3,0,0,0,0,0,0,0
3855,1,1,4,9773,1,1,0,1,3,12,2,9,3,1,0,0,1,1,0,1,0,0,2,1,3,3,0,0,2,1,3,3,0,0,1,3,2
46,1,17,2,9238,1,1,1,1,19,19,9,9,2,1,0,0,1,0,0,0,0,0,1,1,2,1,0,0,1,2,1,2,0,1,1,3,2
2486,4,39,1,9670,1,1,0,1,19,19,90,99,0,0,0,0,1,1,0,3,0,0,2,0,0,0,0,0,2,0,0,0,0,2,3,0,0
832,1,43,1,9130,1,1,0,6,1,3,9,2,1,0,0,1,1,0,0,2,1,1,1,2,1,2,2,0,1,1,1,2,2,1,1,2,1
1991,1,43,1,171,1,2,2,1,37,37,9,9,3,1,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0
848,1,1,1,9085,1,1,0,1,1,1,2,5,0,1,0,0,1,0,0,0,0,0,1,2,1,3,0,0,1,2,1,2,0,1,1,2,1
2612,1,1,1,9130,1,1,2,41,1,19,5,5,1,1,0,0,1,0,0,1,1,0,1,1,2,3,0,0,1,1,2,3,0,2,3,0,2
3869,1,39,1,9085,1,1,1,1,1,1,4,4,1,0,0,1,0,1,0,3,0,0,1,3,1,3,2,0,1,3,1,1,2,0,0,0,0
3758,1,44,1,9085,1,1,1,1,1,1,4,3,2,1,0,0,1,0,0,1,0,0,2,3,2,1,0,0,2,3,1,1,0,2,1,2,1
