Marital Status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Previous qualification (grade),Nationality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target
1,7,1,9119,1,3,3,1,3,2,2,2,3,0,0,0,1,0,0,3,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,2,0
1,1,6,9500,1,1,3,1,1,37,7,7,1,1,0,0,1,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,2,3,0,0
4,7,1,9238,1,40,1,1,34,34,99,99,2,0,0,1,1,0,0,3,0,0,3,0,0,0,0,0,3,0,0,0,0,1,1,3,0
1,17,1,9147,1,1,2,1,37,1,9,9,1,1,0,1,1,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,1,1,3,0
1,1,2,9254,1,1,0,1,37,37,9,9,0,1,0,0,0,1,0,2,0,0,2,3,1,0,0,0,2,3,0,0,0,0,0,0,0
1,16,2,9147,1,1,1,1,19,19,4,9,2,1,0,0,1,1,0,0,0,0,1,2,2,1,0,0,1,2,1,1,0,1,1,2,0
1,1,1,9147,1,1,0,41,3,3,9,9,0,0,0,1,0,0,0,0,1,0,1,3,0,0,0,0,1,1,0,0,0,0,1,3,0
1,7,1,9147,1,3,3,1,6,27,1,7,3,0,0,0,1,0,0,3,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1,17,5,9070,1,1,0,1,19,38,5,7,1,0,0,1,0,0,0,2,0,0,1,1,1,2,0,0,1,2,1,1,0,1,1,2,0
1,1,2,9070,1,1,2,1,1,19,3,3,2,1,0,0,0,0,0,0,0,1,2,2,3,1,2,0,2,3,1,1,0,2,0,2,0
1,1,2,9773,1,1,1,1,38,37,5,3,1,1,0,1,0,0,0,0,0,0,2,2,3,3,0,0,2,1,2,1,0,2,0,2,0
1,1,1,9670,1,1,3,1,19,3,4,0,3,1,0,0,0,1,0,1,0,0,1,1,1,1,0,0,1,1,1,2,0,0,2,1,0
1,17,4,9254,1,1,1,1,37,37,5,8,2,1,0,0,1,0,1,0,0,0,2,3,1,0,0,0,2,3,1,0,0,0,2,1,0
1,39,1,9085,1,12,1,1,37,37,10,9,3,0,0,0,1,1,0,3,0,0,2,0,0,0,0,0,2,0,0,0,0,2,1,2,0
1,1,1,9670,1,1,1,1,3,1,4,4,0,0,0,0,1,1,0,0,0,0,2,1,0,0,0,0,2,1,0,0,0,3,3,0,0
1,51,1,9670,1,19,1,1,2,1,3,10,1,0,0,1,1,1,0,3,0,1,2,3,1,1,0,0,2,1,0,0,0,1,1,3,0
1,1,5,9147,1,1,1,1,19,3,9,9,1,1,0,0,1,1,0,0,0,0,1,3,1,0,0,0,1,3,2,0,0,2,0,2,0
1,1,4,9254,1,1,1,1,12,19,9,9,1,1,0,0,1,0,0,0,0,0,1,3,0,0,0,0,1,3,0,0,0,0,2,1,0
1,7,1,33,1,40,0,1,38,37,5,6,1,1,0,1,0,1,0,2,0,3,3,3,3,2,0,3,3,3,3,2,1,1,1,3,0
1,17,1,9147,1,1,2,1,37,37,9,7,2,1,0,0,1,0,0,1,0,0,1,2,1,0,0,0,1,3,1,1,0,0,2,1,0
1,1,1,9085,1,1,0,1,38,19,4,90,2,0,0,1,0,1,0,1,0,0,1,2,1,1,0,0,1,2,1,1,0,0,2,1,0
1,39,1,9500,1,19,1,1,1,19,4,10,0,1,0,0,1,0,0,3,0,0,3,0,0,0,0,0,3,0,0,0,0,1,1,3,0
1,1,4,171,1,1,1,1,1,19,4,5,3,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0
1,17,2,9238,1,1,3,1,1,11,4,3,2,1,0,0,1,0,0,0,0,0,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0
1,17,1,9085,1,1,1,1,19,38,194,193,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,1,2,0
2,39,1,9670,1,1,1,1,19,38,9,9,3,0,0,0,1,1,0,3,0,0,2,3,1,1,0,0,2,3,2,1,0,2,0,2,0
1,43,1,9991,0,1,1,1,37,2,9,4,2,1,0,0,0,1,0,2,0,3,3,3,3,0,0,3,3,3,3,1,1,0,2,1,0
1,43,1,171,1,1,0,1,3,1,2,3,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0
1,17,2,9773,1,1,0,1,1,1,2,5,2,1,0,0,0,1,0,0,0,0,2,1,0,0,0,0,2,0,0,0,0,0,1,3,0
1,43,1,9556,1,1,2,1,37,37,9,9,2,1,0,0,0,0,0,3,0,0,3,1,0,0,3,0,3,2,0,0,3,1,1,2,0
