Unnamed: 0,Marital Status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Previous qualification (grade),Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target
985,1,1,1,9500,1,1,3,1,19,19,3,3,3,0,0,0,1,1,0,0,0,0,3,2,3,3,0,0,3,2,3,3,0,2,3,0,2
1682,1,1,2,9670,1,1,0,1,19,1,9,4,0,1,0,1,1,1,0,1,0,0,1,1,1,1,0,0,1,1,2,1,0,0,0,0,0
2535,1,17,2,9853,1,1,3,1,3,1,1,5,2,1,0,0,1,0,0,0,0,0,2,2,2,1,1,0,2,1,1,0,0,2,3,0,1
2399,1,17,1,9500,1,1,1,1,1,1,5,5,2,0,0,0,1,1,0,0,0,0,3,2,3,2,0,0,3,3,3,1,0,3,0,1,2
3260,1,1,1,9085,1,1,0,1,2,1,4,10,0,1,0,0,1,0,0,0,0,0,1,2,1,2,0,0,1,1,2,1,0,1,1,2,2
3566,2,43,1,9070,1,2,2,1,37,37,6,6,3,1,0,0,1,1,0,3,0,3,3,3,3,3,0,3,3,3,3,3,0,3,0,1,2
156,1,1,1,9147,1,1,1,1,38,38,9,9,2,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,1,1,1,1,0,2,1,2,2
4128,1,17,5,9085,1,1,0,1,38,38,9,9,0,1,0,0,1,0,0,0,0,0,3,3,3,3,0,0,3,3,3,3,0,3,3,0,2
1300,1,17,1,9147,1,1,0,1,1,19,3,4,1,0,0,0,1,1,0,0,0,0,1,1,1,2,0,0,1,1,0,0,0,0,1,3,0
3102,1,39,1,9670,1,1,1,1,37,37,9,9,0,1,0,0,0,0,0,3,0,0,2,2,1,1,0,0,2,3,1,1,3,3,0,1,0
4144,1,43,1,9556,1,1,1,1,38,38,7,8,1,1,0,0,1,0,0,2,0,0,3,3,3,0,2,0,3,3,3,1,0,2,3,0,1
3971,1,1,1,9500,1,1,0,1,19,38,5,3,0,1,0,0,1,0,0,0,0,0,3,3,3,1,0,0,3,3,3,3,0,3,0,1,2
2134,1,1,3,9500,1,1,3,1,19,38,1,1,2,1,0,0,1,0,0,0,0,0,3,2,3,3,0,0,3,2,3,3,0,2,3,0,2
3124,1,17,3,9500,1,1,2,1,19,37,7,7,2,1,0,0,1,0,1,0,0,0,3,1,3,3,0,0,3,3,3,3,0,3,0,1,2
793,1,17,3,9238,1,1,0,1,3,1,2,5,0,1,0,0,1,0,0,0,0,0,1,1,2,1,0,0,2,1,1,3,0,0,1,3,2
3826,1,39,1,9254,1,19,1,1,37,37,9,4,0,0,0,0,1,1,0,3,0,0,2,3,1,1,0,0,2,3,1,3,0,3,0,1,0
1692,1,1,1,9500,1,1,1,1,37,38,9,9,2,1,0,0,1,1,1,0,0,0,3,1,3,3,0,0,3,2,3,3,0,3,0,1,2
1501,1,1,1,9670,1,1,1,1,1,1,90,90,1,1,0,1,1,1,0,1,0,0,2,3,1,1,1,0,2,0,0,0,0,1,1,2,0
660,1,44,1,9003,1,39,3,1,1,3,4,2,3,0,0,0,1,0,0,2,0,0,1,1,2,3,0,0,1,2,2,3,0,3,3,0,2
4309,1,1,4,9773,1,1,1,1,1,19,9,9,1,1,0,0,1,1,0,0,0,0,3,2,3,2,0,0,3,3,2,2,0,3,0,1,2
2606,1,10,1,9085,1,1,2,1,37,37,5,5,2,1,0,0,1,0,0,2,0,1,1,1,2,3,0,0,1,3,2,1,0,2,3,0,2
194,1,1,4,9500,1,1,3,1,38,38,9,8,2,1,0,0,1,0,0,0,0,0,3,2,3,1,0,0,3,2,3,2,0,2,3,0,2
3143,1,17,1,9500,1,1,3,1,37,37,9,9,2,0,0,0,1,0,1,0,0,0,3,2,3,3,0,0,3,2,3,3,0,2,3,0,2
3230,1,39,1,9500,1,1,1,1,38,1,9,4,3,1,0,0,1,0,0,2,0,0,3,2,3,3,0,0,3,2,3,3,0,2,3,0,2
1789,1,17,3,9254,1,1,0,1,19,1,4,4,0,1,0,0,1,1,1,0,0,0,2,1,2,1,0,0,2,2,2,1,0,0,1,3,2
2030,1,17,2,9500,1,1,2,1,19,19,9,10,2,1,0,0,1,0,0,0,0,0,3,1,3,3,0,0,3,2,3,3,0,1,1,3,2
1958,1,1,1,9238,1,1,1,1,12,38,4,9,0,1,0,0,1,0,0,0,0,0,2,3,2,0,0,0,2,3,2,1,0,1,1,3,0
